id	filename	md5	size	state
9828367e-9ee3-48ff-ad33-b2842f8f120e	TCGA-AR-A24P-01Z-00-DX1.08BE8830-C55E-4E2B-9378-371A670C75FD.svs	bfc7612b1eba81fcffac3c07915977be	1530.6	released
b48a915b-d5a0-4642-a60d-ceb9073efaeb	TCGA-AR-A1AO-01Z-00-DX1.244DEE5B-0896-452F-A14D-E290260A9D8F.svs	5f82e1e26406ebf5f6007e5113a19cca	269.6	released
a4e25e73-263e-42a0-9cc2-5fa6fd09e083	TCGA-BH-A0BD-01Z-00-DX1.CD4A6FC2-BA8C-4E30-972A-E6CD1BEAD8AD.svs	c31dc90bb86899688f43c211d1515339	1107.8	released
86538d07-4a39-4c65-80fa-3e530660eb46	TCGA-AO-A12A-01Z-00-DX1.4E9609A7-9AAD-40A8-8344-8369DF998006.svs	56ebfed868d3f007e91b4cd3fa96b1f7	865.5	released
f554759b-e293-45f5-be85-34a561e36027	TCGA-AR-A0U2-01Z-00-DX1.03E2ADD9-F20F-44DA-93D1-D10BBD3844A5.svs	7437efbefe5550d304d52b89a14753d8	1177.3	released
fdcfe8e5-34c9-4675-933b-d588a3dd2cb9	TCGA-BH-A0AZ-01Z-00-DX1.E20051E8-DEEF-48E5-B519-40777DDBC96B.svs	076e3ef6bb0c4e73b3f38b3afb5849b5	937.5	released
a732edc7-f8b6-4be2-9e8e-e2dc589206e6	TCGA-D8-A27K-01Z-00-DX1.25AF7928-046B-45BF-BAD6-F34156203F5A.svs	20b1517423a0e3add93a6054ff60217a	1192.7	released
dd2cd2a1-068e-41fd-b525-2ec9f98bf991	TCGA-E9-A245-01Z-00-DX1.648850D5-EB80-4FBE-8507-32313FAD1060.svs	747b978abfd114073446c0c367b1c23d	1024.0	released
4e48e223-064c-4d63-91c2-6a747ca0f9ea	TCGA-E2-A570-01Z-00-DX1.64E5F2CA-9396-40DC-A300-04A54657BDE6.svs	520460307b1908d787f1e103d931ec55	1631.1	released
a8bd3cf6-23b8-49a6-b337-9d450193aa7d	TCGA-A2-A0CP-01Z-00-DX1.ECFD263C-BB17-4ADA-8F2C-654C2AA4C45F.svs	3e75baadac4489da2ce4252ad0706e67	494.5	released
31405404-b27c-440e-b211-16003fa09b50	TCGA-A2-A0CK-01Z-00-DX1.C3226BD1-11B0-4034-946A-BAB42958CE85.svs	a1c68960b6ef2bfcc8c2ac3f07f59af7	363.6	released
01c79d06-a4a7-47a7-bb8b-b98ce6652c99	TCGA-A8-A06O-01Z-00-DX1.FA4495B2-5B13-4448-ADCB-EF5316E0955B.svs	7c9d6b3eeefbc05b588ab4887113d1fe	475.8	released
632f427b-7429-4852-bf47-78e77350a59c	TCGA-BH-A1FB-01Z-00-DX1.9D778D1A-07F6-450D-B7AA-0E17B4D0A88C.svs	41d7daea28f2994896e6222acc13ec4d	1237.2	released
fdb0f23e-1999-463d-ad3f-4fb6b71a9d4e	TCGA-BH-A0BC-01Z-00-DX1.7A91831D-9625-49FC-B783-C633F80F898C.svs	2ef9bf0d7cc9173ba5ef3b0fe8f57a82	970.5	released
16a11d0a-840a-4e58-8add-d975dee09f6d	TCGA-BH-A0DP-01Z-00-DX1.5550557D-4E5B-4B57-8C1E-9290A7AA32A9.svs	d271610d7edb39423be76157950739ed	1007.7	released
2407e90a-d2a7-412d-97a5-62fedcece4ff	TCGA-B6-A0RL-01Z-00-DX1.B5B6709B-5F38-4561-A0E7-C78F97B33F22.svs	17d6a46eaa868e91896d0136724ad164	1390.7	released
